AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
47,9.978240587,468.9773076,Standard,Mailed check,No,Movies,Yes,Computer,,133.8575047,39,Drama,1.618566434,4,Female,19,Yes,Yes,CG5M55C44X,0
93,15.57143683,1448.143625,Standard,Mailed check,No,Movies,Yes,Computer,22.43412947,170.120042,26,Action,4.265797025,3,Female,0,No,No,BHZ79Y69PC,0
29,18.29412454,530.5296117,Standard,Mailed check,Yes,TV Shows,No,Computer,37.01817001,68.30495314,11,Comedy,2.22263068,2,Male,5,No,No,NYDC04IGGD,0
63,8.396876502,529.0032196,Standard,Mailed check,Yes,TV Shows,No,TV,15.8095928,6.279899997,14,Drama,3.411002657,1,Male,10,Yes,Yes,EEZJ3425F9,1
71,9.729981117,690.8286593,Basic,Mailed check,No,Movies,No,Tablet,21.9114668,21.83682821,6,Fantasy,4.98403433,9,Female,10,Yes,No,XVQ30PNRL7,0
49,18.10422867,887.1072047,Premium,Electronic check,No,TV Shows,No,Tablet,13.47610473,178.4581086,14,Sci-Fi,3.897577453,8,Female,21,No,No,N8Q63YUULO,0
83,13.13152089,1089.916234,Basic,Credit card,No,TV Shows,No,Mobile,21.60305371,117.8903848,47,Fantasy,1.83846552,9,Male,7,No,Yes,D5RD6UJZ87,0
88,13.41316077,1180.358148,Premium,Electronic check,No,Movies,Yes,Computer,16.55788906,50.22440425,37,Fantasy,4.093037648,6,Male,22,No,Yes,BO1SP06UU9,0
40,19.77545317,791.0181268,Premium,Credit card,Yes,Both,Yes,Computer,9.631354855,124.3683244,15,Fantasy,1.736645677,6,Female,11,No,No,WUVJHYAED8,0
58,19.46726875,1129.101588,Premium,Electronic check,No,Both,No,Mobile,12.83744467,47.51086249,48,Drama,1.568637682,9,Female,15,Yes,Yes,N25I4W18VC,0
4,6.444354579,25.77741832,Premium,Electronic check,Yes,Both,Yes,Computer,20.07215372,18.6944485,7,Drama,4.598544281,5,Male,23,Yes,Yes,I3OAER5XQH,1
119,5.716406639,680.2523901,Basic,Electronic check,No,Movies,No,Tablet,29.1233211,85.47084612,32,Action,1.716187602,6,Male,17,Yes,No,WM8AUKPF1V,0
24,18.22963398,437.5112155,Premium,Credit card,Yes,Movies,Yes,Tablet,34.15697039,42.0653254,29,Fantasy,2.084672498,8,Male,9,No,Yes,E93ZGUR5IZ,0
6,5.064938816,30.3896329,Premium,Mailed check,Yes,Movies,Yes,TV,35.75253696,172.5101224,22,Action,4.149058186,6,Female,8,No,No,HB36WHZNHV,0
110,6.440438769,708.4482646,Standard,Mailed check,Yes,Movies,Yes,Mobile,18.21591225,25.81258889,32,Action,3.43550119,5,Female,9,No,No,QTE3PTVIOM,0
14,18.69466599,261.7253238,Basic,Mailed check,Yes,TV Shows,Yes,Tablet,,82.57596104,49,Comedy,2.469585353,9,Male,7,Yes,No,5W0TF4L8E5,0
29,18.38920962,533.2870789,Basic,Mailed check,No,Movies,Yes,Tablet,33.14913976,148.8666712,41,Drama,4.528476627,3,Female,20,No,No,LO4HP61YLI,0
10,8.565509872,85.65509872,Basic,Electronic check,No,Movies,Yes,Mobile,18.34715677,156.9576021,16,Action,4.376765039,4,Male,11,Yes,Yes,CCGM1LI0VS,0
100,12.63077043,1263.077043,Basic,Bank transfer,No,Both,Yes,Tablet,8.793475985,13.66375473,38,Fantasy,3.181286379,7,Male,22,Yes,No,83R8FWH1T2,1
62,5.319390014,329.8021809,Premium,Bank transfer,No,Both,Yes,Tablet,30.90424798,32.21944848,0,Fantasy,1.496813252,1,Female,20,Yes,No,YWFZW7J03P,0
57,6.690348162,381.3498452,Premium,Credit card,No,Movies,Yes,TV,9.766160628,80.78056683,21,Drama,4.964946178,9,Male,8,Yes,No,CCU1UA114T,0
50,12.92128316,646.0641578,Standard,Bank transfer,No,TV Shows,No,Tablet,,119.3679648,30,Fantasy,1.265919179,7,Male,10,Yes,Yes,36DMWTC2P3,0
11,14.60164613,160.6181074,Basic,Electronic check,No,Both,No,TV,26.92432236,70.72971292,43,Drama,4.52144523,1,Female,3,Yes,Yes,TZ4CL6WGQC,0
65,13.56453759,881.6949435,Standard,Credit card,No,Both,No,Tablet,12.03061985,161.8891801,49,Drama,3.722458517,4,Female,21,No,Yes,LOL33XC8Q9,0
31,7.075021695,219.3256725,Basic,Electronic check,No,Movies,No,Tablet,30.21298837,55.40669612,33,Drama,3.075835263,0,Male,5,Yes,Yes,PS8728OC9M,0
,10.30659679,237.0517261,Premium,Credit card,Yes,Both,Yes,Mobile,28.48982665,74.23501531,27,Comedy,3.173273613,6,Female,12,Yes,No,ZV9P3OB29P,0
54,14.14643672,763.907583,Basic,Electronic check,No,Both,No,Mobile,19.66584102,22.37582196,34,Fantasy,2.377473728,1,Female,12,No,Yes,LRYUR0S1C4,1
60,5.066793118,304.0075871,Standard,Bank transfer,Yes,Movies,Yes,Tablet,9.155445992,107.561748,5,Comedy,2.614971271,5,Male,8,Yes,No,GOZG9WVENE,0
87,16.63813871,1447.518068,Premium,Mailed check,Yes,TV Shows,No,Computer,9.578402876,49.33030898,4,Action,3.245087023,8,Female,6,No,No,O9D2A5RFHL,0
93,18.0189786,1675.76501,Standard,Credit card,No,Movies,No,TV,13.36875107,166.3329761,1,Comedy,3.568986386,1,Female,12,No,Yes,8KS4HU91YR,0
41,19.58264163,802.8883069,Basic,Mailed check,Yes,Movies,No,Computer,27.07584844,61.55262965,8,Comedy,1.991331358,3,Male,14,No,No,VR7VUKGG71,0
4,16.23202359,64.92809436,Standard,Bank transfer,Yes,TV Shows,No,Computer,,109.1385526,22,Drama,4.414435541,6,Male,0,No,No,V0IQLQR9XE,1
66,14.01934574,925.2768189,Basic,Bank transfer,No,Movies,Yes,Computer,34.03739751,52.84720792,30,Drama,3.795471492,4,Female,20,No,No,GZR9EJTQKI,0
49,17.67308907,865.9813645,Standard,Credit card,Yes,Movies,Yes,Computer,7.533060478,23.59258848,47,Fantasy,1.900428902,7,Male,5,No,Yes,Q3TXM94OAK,0
60,7.499971697,449.9983018,Standard,Credit card,Yes,Movies,Yes,Computer,15.11108202,37.96075348,44,Fantasy,2.134879224,5,Female,6,No,Yes,6E648ZUK97,0
78,12.38136951,965.7468221,Basic,Mailed check,No,TV Shows,No,Mobile,34.76445653,25.27115805,40,Sci-Fi,1.09505569,3,Female,17,Yes,Yes,2PGE5OZFBD,0
20,8.596495734,171.9299147,Basic,Electronic check,Yes,Movies,Yes,TV,3.99707634,28.33972799,23,Drama,2.759833076,8,Male,15,Yes,Yes,SSBS5FQ1V4,1
63,7.575863366,477.2793921,Standard,Credit card,Yes,TV Shows,No,TV,18.42824875,155.1116696,7,Comedy,3.359295661,0,Male,24,Yes,No,32MW7J0F89,1
32,5.256067683,168.1941659,Standard,Bank transfer,No,Both,Yes,Mobile,20.95135542,104.2259099,22,Fantasy,1.782863033,4,Female,18,Yes,Yes,1L89DLVASZ,0
40,5.349782729,213.9913091,Standard,Credit card,No,Both,Yes,Computer,29.74560236,110.9928438,36,Comedy,4.453842759,5,Male,23,Yes,Yes,H5C5PTD032,0
53,14.9122916,790.3514549,Standard,Electronic check,No,Movies,No,Mobile,11.21772474,170.6730835,16,Sci-Fi,1.570391797,0,Male,0,Yes,Yes,F5R88293YU,0
4,14.86722247,59.46888988,Standard,Credit card,Yes,TV Shows,Yes,Mobile,14.68428005,21.78500174,6,Drama,3.063280029,1,Female,18,Yes,No,1891O6N8N0,1
66,12.4918601,824.4627664,Basic,Mailed check,No,Both,Yes,Tablet,1.064231201,61.15911449,34,Action,2.374065919,0,Female,19,Yes,No,DARUXZLVT3,0
3,6.195246851,18.58574055,Premium,Bank transfer,No,TV Shows,No,Tablet,15.20402789,146.6181564,16,Drama,1.427177168,3,Female,5,No,Yes,Q6AJRP2C53,0
78,6.469014197,504.5831074,Standard,Mailed check,No,Movies,No,Mobile,26.05596141,104.8071973,17,Drama,1.956129681,8,Male,19,Yes,No,PPUC2P2U43,0
58,9.517822469,552.0337032,Basic,Mailed check,Yes,Both,No,Computer,21.99123556,153.6256256,44,Comedy,2.318804172,2,Male,17,No,No,XBVYW95N5Q,0
52,16.42453811,854.0759815,Standard,Electronic check,No,Both,Yes,Computer,23.53777246,43.02273783,36,Action,1.957054135,1,Female,2,Yes,Yes,J5ZZDM9C1Z,0
57,12.54646857,715.1487083,Premium,Mailed check,No,TV Shows,Yes,Mobile,30.25548291,152.0128977,8,Sci-Fi,3.538729613,2,Male,13,No,No,OITTJ97F55,0
116,7.640480862,886.29578,Basic,Bank transfer,No,Movies,Yes,TV,2.802952612,37.82058729,23,Comedy,4.177545324,9,Male,23,No,No,F2PFNSDKDG,0
,14.35041497,200.9058096,Basic,Mailed check,Yes,Movies,No,Computer,10.29973772,82.01650746,43,Fantasy,1.192150201,1,Female,10,Yes,No,U3KRMGGP3I,0
65,18.29195978,1188.977386,Basic,Electronic check,Yes,TV Shows,Yes,Computer,9.654548532,117.3962345,33,Action,4.378566235,1,Male,2,Yes,No,BKPIKXJUWO,0
77,13.05438729,1005.187822,Standard,Electronic check,Yes,Both,Yes,TV,25.95030846,125.1550653,16,Comedy,2.169977029,2,Female,10,No,Yes,KBYZKE5CMT,0
61,15.60855356,952.1217674,Standard,Electronic check,No,Both,No,TV,,174.2080942,47,Comedy,3.511600201,7,Male,1,No,Yes,5QY7NCW8CA,0
,13.72483616,1276.409763,Standard,Credit card,No,Both,No,Mobile,1.136293233,62.158218,7,Action,4.979823181,3,Male,10,No,Yes,MVTETOKJ80,0
42,13.76972503,578.3284511,Premium,Credit card,No,TV Shows,No,TV,26.52578668,17.55951472,10,Fantasy,3.082321379,3,Female,11,No,No,XH9TWL0OQ6,0
82,14.03310958,1150.714986,Premium,Mailed check,Yes,Movies,Yes,Computer,4.088676364,5.156813742,13,Comedy,2.351317648,0,Male,18,No,No,0ZL01C1GNW,0
64,16.67189087,1067.001016,Standard,Mailed check,Yes,TV Shows,No,Mobile,18.08002962,62.91131349,39,Comedy,4.099473983,5,Male,9,No,Yes,PVQSX82FZY,0
31,7.075671054,219.3458027,Premium,Electronic check,Yes,Both,No,Tablet,17.17288421,5.331135009,11,Sci-Fi,4.947328443,5,Male,23,Yes,Yes,ILP8NQP7RW,1
68,6.159831385,418.8685342,Basic,Electronic check,No,TV Shows,Yes,Computer,21.96176469,22.0753556,8,Action,2.720663572,5,Male,20,Yes,No,FQY3W68ZWN,0
54,9.085589326,490.6218236,Premium,Electronic check,No,Movies,Yes,Computer,32.89367492,,16,Fantasy,2.426846035,0,Male,4,No,Yes,N2IF5QIXF4,0
,14.57069374,262.2724874,Standard,Mailed check,Yes,Both,Yes,Computer,25.79335629,15.94742855,17,Sci-Fi,3.031979967,0,Female,18,No,Yes,S2LZEQGUNW,0
2,15.77013673,31.54027347,Basic,Electronic check,No,Both,No,Computer,26.92662603,174.0755895,42,Comedy,3.22901949,9,Male,7,No,No,P8M2K7PZ6I,0
66,19.95797843,1317.226577,Basic,Bank transfer,No,TV Shows,No,TV,20.32861528,65.48145492,38,Comedy,2.390908397,4,Male,3,No,Yes,BWP4DZK80Y,0
21,9.858573199,207.0300372,Standard,Bank transfer,No,Movies,No,TV,28.7253743,76.20024065,23,Fantasy,3.522119325,9,Female,10,No,No,XN872S3PA8,0
96,5.124055677,491.909345,Standard,Credit card,No,Both,No,Mobile,14.78608888,144.5715095,49,Sci-Fi,2.022169269,2,Female,2,Yes,No,6Y2H4NRC27,0
82,15.13559485,1241.118778,Basic,Mailed check,No,TV Shows,Yes,Computer,33.2236473,90.37482999,37,Action,4.389482329,2,Female,24,No,Yes,0JDN8Y115I,0
67,7.828910412,524.5369976,Premium,Credit card,Yes,Both,Yes,Computer,22.60054327,70.68143628,47,Comedy,3.054913402,3,Male,12,No,No,JKHROZVGO8,0
54,17.58303958,949.4841373,Basic,Electronic check,No,Both,Yes,Tablet,6.472377966,9.415366925,46,Action,2.233947688,1,Male,3,Yes,No,HLRMV2H7IL,0
14,9.65259854,135.1363796,Standard,Credit card,No,Both,Yes,Computer,27.56262868,138.6538602,32,Action,3.585023969,9,Male,17,No,Yes,7RTD3GFIGZ,0
,17.39893667,1078.734073,Premium,Credit card,Yes,Movies,No,TV,39.13668004,,41,Drama,3.521090746,5,Female,12,Yes,No,UCEKEJI1Q3,0
79,5.726041832,452.3573047,Basic,Credit card,Yes,Both,Yes,TV,39.34273747,150.5118068,24,Fantasy,1.638198442,4,Male,12,Yes,No,RKY7OV6981,0
22,16.26348219,357.7966081,Basic,Bank transfer,No,TV Shows,No,Mobile,20.25689315,91.0739452,44,Drama,4.643389859,9,Male,24,Yes,Yes,4VXDFJ25MJ,1
61,5.432329307,331.3720877,Basic,Electronic check,Yes,Movies,Yes,Tablet,26.67661521,6.6224776,39,Action,1.039839248,7,Female,22,No,Yes,43P1GJJJ5S,0
62,18.85888222,1169.250698,Premium,Credit card,Yes,Both,No,Computer,21.68229834,128.4899442,5,Action,2.405209893,6,Male,14,No,No,8XA8E86GL3,0
59,15.5303311,916.2895349,Premium,Bank transfer,No,Both,Yes,Computer,27.30679798,,11,Comedy,3.114830518,0,Female,23,Yes,No,8VIIMZJ986,0
43,11.67164982,501.8809421,Premium,Credit card,Yes,TV Shows,No,Tablet,34.08582321,20.36958325,48,Fantasy,1.20103359,0,Female,17,Yes,Yes,54GUH6OBFP,0
49,11.8331204,579.8228995,Premium,Bank transfer,Yes,Movies,No,Computer,6.004773418,138.9851437,23,Comedy,4.384396295,5,Male,24,Yes,Yes,P0HQCBNP3L,0
53,18.08202851,958.3475112,Premium,Electronic check,Yes,Movies,Yes,Computer,29.0523871,179.7566289,3,Fantasy,2.434537641,1,Male,2,Yes,Yes,CBABUA9QQB,1
69,17.52771063,1209.412033,Premium,Electronic check,No,TV Shows,No,TV,11.24715547,107.7249831,26,Drama,1.832624197,7,Male,3,Yes,No,JS3QVFXJBT,1
60,11.51000894,690.6005365,Premium,Electronic check,No,Movies,No,Mobile,36.79070598,139.2667971,34,Comedy,3.65595245,7,Female,12,No,Yes,6SV0L0LF3Q,0
15,9.668276665,145.02415,Premium,Mailed check,No,Movies,No,Computer,13.3147423,12.86517511,0,Drama,2.426329913,5,Female,20,No,No,U2GCM8HMUW,1
119,6.968643107,829.2685297,Premium,Electronic check,No,Movies,Yes,TV,21.86744628,172.9171778,30,Drama,4.394887065,3,Male,13,No,No,RU2WLAPVQK,0
41,11.34483522,465.1382439,Basic,Credit card,Yes,TV Shows,No,Computer,,,5,Comedy,4.279022896,0,Female,13,Yes,No,06FIW2G1E2,0
95,16.24283725,1543.069539,Basic,Credit card,Yes,Movies,Yes,Mobile,8.248553832,64.77613801,13,Drama,1.454942746,6,Female,8,Yes,No,4V68YMC3V9,1
45,5.006503032,225.2926364,Premium,Electronic check,Yes,TV Shows,Yes,Computer,24.05043963,174.7686868,17,Sci-Fi,4.619507449,0,Male,20,Yes,Yes,K8FWDCLEMH,0
21,10.89395317,228.7730165,Premium,Credit card,No,TV Shows,No,Mobile,9.069075121,140.6872789,45,Drama,4.498707922,8,Male,4,Yes,Yes,IVLFM6FE6P,1
69,13.01766216,898.2186893,Standard,Mailed check,Yes,Both,No,Computer,1.279804212,151.6347693,18,Fantasy,3.342177958,6,Male,18,Yes,Yes,9NBI9S7TTF,1
73,15.7024865,1146.281515,Basic,Credit card,No,Both,No,Mobile,11.59720859,,16,Sci-Fi,2.329273455,5,Male,2,No,No,WFUDP4TLHB,1
67,17.14047935,1148.412117,Premium,Electronic check,Yes,Both,Yes,Mobile,,13.41442256,17,Action,1.874631537,0,Male,4,Yes,No,0BKMIRIFJ0,1
,8.426059163,926.8665079,Standard,Credit card,Yes,Both,No,Mobile,15.73333403,170.4255046,36,Comedy,1.208365597,9,Female,4,Yes,Yes,SF6WCOYFKP,0
85,11.88128973,1009.909627,Premium,Mailed check,No,Movies,No,Mobile,30.9842123,,0,Action,1.744297436,0,Female,4,Yes,No,V9ZBROKV6R,0
,5.336053076,426.8842461,Premium,Electronic check,No,Both,Yes,Computer,26.5368693,137.4709552,32,Sci-Fi,3.576050622,5,Male,23,Yes,Yes,Z47BMUT6EA,0
48,9.716306902,466.3827313,Premium,Electronic check,Yes,Movies,Yes,Computer,37.36191639,53.82296787,47,Sci-Fi,3.035898768,4,Male,16,Yes,Yes,USAWBPG6H7,0
,16.0534936,144.4814424,Premium,Mailed check,Yes,Both,No,TV,37.87106982,12.3615015,44,Action,2.15169106,9,Male,17,Yes,Yes,VDM1E5S518,1
9,18.12983567,163.1685211,Standard,Mailed check,Yes,Movies,Yes,Tablet,1.325796466,49.67634016,29,Drama,2.126373391,2,Male,21,No,No,33Y5GJHW8I,1
108,13.32316832,1438.902178,Standard,Bank transfer,No,Movies,No,TV,28.0703263,64.40261338,48,Drama,3.78077222,7,Female,1,No,No,CS6XT13ULR,0
74,13.11113287,970.2238324,Basic,Credit card,Yes,Both,No,Computer,25.2878353,156.1585531,2,Comedy,1.855515749,4,Male,24,Yes,Yes,38VES5EXEW,0
73,18.82021598,1373.875767,Premium,Mailed check,No,Movies,Yes,Computer,1.718425808,78.30354254,3,Action,1.747987067,8,Female,11,No,Yes,S03EFZ1MOS,0
6,9.84248825,59.0549295,Basic,Electronic check,Yes,Movies,Yes,Tablet,11.87500637,123.4968062,25,Comedy,2.385215922,3,Male,10,No,Yes,V7N46KTMRX,0
67,12.13938795,813.3389929,Premium,Electronic check,Yes,TV Shows,Yes,Tablet,9.789531152,123.3381454,7,Sci-Fi,2.354430305,0,Male,14,No,Yes,KH2V141FWD,0
11,18.53714995,203.9086495,Premium,Mailed check,No,Both,Yes,Tablet,31.79365816,154.0839018,46,Action,1.483736496,9,Male,0,Yes,Yes,BJN96Q8VKN,0
103,9.336483659,961.6578169,Premium,Mailed check,No,Movies,No,Mobile,38.11215784,22.5026588,29,Action,1.932235058,5,Female,24,No,Yes,E8EM4AUW82,0
93,12.09539616,1124.871843,Premium,Credit card,No,Movies,No,TV,9.779035592,14.54338011,25,Comedy,4.947249035,2,Female,12,Yes,Yes,FYZDVTKSDB,0
81,9.039020101,732.1606282,Premium,Mailed check,No,Movies,No,Computer,37.79791526,96.35214217,17,Fantasy,1.102649251,1,Male,20,No,No,TOI13WMIBS,0
,9.276237283,185.5247457,Premium,Credit card,Yes,Both,Yes,TV,10.23000699,,28,Fantasy,3.834130418,2,Male,22,Yes,Yes,P6A0VXZ2KW,0
97,9.496562489,921.1665614,Premium,Bank transfer,No,Movies,No,Mobile,24.88807732,48.42385151,17,Drama,1.826952769,1,Male,23,No,Yes,0EUKZG9PLF,0
65,14.3554807,933.1062458,Premium,Mailed check,No,TV Shows,Yes,Mobile,29.64572058,120.0958717,32,Sci-Fi,1.262409873,3,Female,9,No,No,ILIY244O7K,0
46,18.43289684,847.9132544,Standard,Mailed check,No,Movies,No,Mobile,7.876375788,66.35311738,11,Fantasy,1.198198468,1,Male,24,Yes,No,WUW7WFD442,0
18,10.937225,196.87005,Basic,Credit card,Yes,TV Shows,No,Tablet,13.69814189,49.57676175,36,Fantasy,4.879828748,9,Male,8,No,Yes,AOCIBA0XUK,1
111,16.52876895,1834.693353,Basic,Bank transfer,No,TV Shows,Yes,Tablet,,,30,Action,2.305099532,0,Male,14,No,Yes,65X30S4KYB,0
13,19.94204216,259.2465481,Basic,Credit card,Yes,Movies,Yes,Mobile,23.68087213,100.873462,35,Sci-Fi,3.831619273,0,Female,11,No,No,P4AR8VNXXK,0
92,14.77392214,1359.200837,Standard,Bank transfer,No,Both,No,Tablet,8.395945081,68.24079965,31,Fantasy,2.438275954,0,Male,9,No,No,OIK6Q0NPDI,1
94,17.05329688,1603.009906,Standard,Credit card,No,TV Shows,No,Mobile,,60.07624224,42,Drama,4.563866653,1,Male,9,No,Yes,BK8P0O494Q,0
47,19.64308186,923.2248472,Standard,Bank transfer,No,Movies,No,Mobile,12.13240776,24.04128631,1,Comedy,1.75046404,9,Female,7,No,Yes,RX5BTEHDXM,1
117,11.85317205,1386.821129,Premium,Electronic check,No,Both,Yes,Mobile,36.23934388,29.12360447,12,Fantasy,2.786152367,8,Male,13,Yes,Yes,M7DBLVKHPH,0
30,6.719842814,201.5952844,Basic,Electronic check,No,Both,No,TV,8.15577364,171.489966,45,Fantasy,4.748388328,5,Female,12,Yes,No,D9WIIQEP6G,0
61,17.15169052,1046.253122,Standard,Bank transfer,Yes,Movies,Yes,Mobile,20.41199796,88.43805108,39,Sci-Fi,1.321967132,9,Female,16,No,No,PB07A6PFZY,0
57,19.98432122,1139.10631,Standard,Credit card,Yes,Both,No,Mobile,30.59606902,171.9048664,13,Comedy,4.939405747,6,Male,3,No,No,D3V344G8YW,0
112,14.48398145,1622.205922,Standard,Mailed check,No,Movies,No,Computer,23.9836347,92.34702808,29,Sci-Fi,2.972455203,1,Female,1,Yes,Yes,U4XJYRJGFN,0
106,6.135347544,650.3468397,Standard,Credit card,Yes,Movies,No,Mobile,20.66771041,99.14061877,36,Sci-Fi,2.191913615,9,Female,11,Yes,Yes,9GYBJ0N5Z9,0
105,12.58434448,1321.35617,Standard,Bank transfer,Yes,Both,No,TV,28.03319575,170.3225101,33,Action,2.266742521,3,Male,23,Yes,No,OG9YFDURS1,0
52,11.90973397,619.3061665,Premium,Electronic check,Yes,TV Shows,No,Mobile,31.4526717,162.110481,39,Action,3.629856593,6,Female,20,Yes,Yes,HM0T2NUNHJ,0
12,12.37707216,148.524866,Standard,Electronic check,Yes,Both,Yes,TV,27.75130602,103.9290032,10,Sci-Fi,3.264189116,1,Female,11,No,Yes,YRX6Z1875M,0
79,5.939281122,469.2032087,Standard,Electronic check,Yes,TV Shows,No,Tablet,4.536720862,138.3779016,40,Drama,3.845003773,5,Female,20,No,Yes,ZCERF1TVV7,0
83,18.1805931,1508.989228,Standard,Mailed check,Yes,Both,Yes,TV,18.15006057,44.89964775,46,Sci-Fi,3.896588776,3,Male,5,No,No,R9S9D5D9WM,0
7,18.09114948,126.6380464,Standard,Bank transfer,No,Both,No,TV,26.2770015,148.1305088,25,Action,2.877806618,2,Male,23,Yes,No,EFVFTHY00O,1
47,19.74303607,927.9226955,Premium,Credit card,Yes,Both,Yes,Mobile,27.4764647,110.3047126,22,Sci-Fi,2.907911161,2,Female,23,No,No,LALR2Z2V6T,0
15,18.86285276,282.9427913,Standard,Credit card,Yes,Movies,No,Computer,32.48890555,62.69562302,31,Drama,3.493965207,1,Male,14,No,Yes,N58K0Y8OWM,0
37,16.47466731,609.5626905,Premium,Mailed check,Yes,Both,Yes,TV,7.853519246,46.57191015,21,Comedy,1.208230101,5,Female,8,No,No,VULKTVIJ3B,0
40,15.32400852,612.9603406,Basic,Electronic check,Yes,Movies,No,Mobile,,128.4475065,7,Drama,2.620938309,5,Male,4,No,No,JKA4ZSAF92,0
108,7.012662317,757.3675303,Standard,Mailed check,Yes,TV Shows,No,Tablet,27.7324046,67.14571539,39,Sci-Fi,2.841712417,5,Male,21,Yes,No,6GLPQBK8JO,1
,11.3401337,850.5100273,Standard,Electronic check,Yes,TV Shows,Yes,Mobile,37.67889461,,5,Drama,1.808491542,1,Male,7,No,Yes,APJ6OE6WM7,0
117,14.04093006,1642.788817,Basic,Credit card,No,TV Shows,Yes,Mobile,37.54014786,42.94099829,10,Sci-Fi,2.002322104,5,Male,7,Yes,Yes,OCSFXWG6M7,0
34,13.56051773,461.057603,Standard,Credit card,Yes,Movies,Yes,TV,15.96972598,80.07957615,29,Action,4.640328825,0,Male,6,No,Yes,L3WYAM1YGX,0
20,9.181519103,183.6303821,Standard,Bank transfer,No,TV Shows,No,Tablet,35.8766233,11.62944705,1,Drama,3.558841572,0,Male,10,No,No,IEZH5X9A0A,0
9,9.459188255,85.13269429,Standard,Mailed check,No,TV Shows,Yes,Computer,10.86393084,119.0576068,16,Action,1.224439886,2,Male,5,Yes,No,S2T7Z03VR3,1
101,8.6768289,876.3597189,Basic,Electronic check,Yes,Both,Yes,Tablet,17.46246624,80.92760871,0,Fantasy,2.357664368,5,Female,24,No,Yes,GBC0RH87EK,0
,8.093463657,542.262065,Premium,Bank transfer,Yes,Movies,No,Tablet,29.87851238,115.9523524,15,Comedy,4.914871956,6,Female,10,No,No,GRE7VVGQI0,0
68,7.138714171,485.4325637,Standard,Bank transfer,No,TV Shows,No,TV,,,47,Sci-Fi,1.473336121,9,Male,8,No,No,A1XJZ6FJNU,0
62,19.25840391,1194.021042,Standard,Electronic check,Yes,TV Shows,No,Computer,22.06274479,157.2568889,40,Action,4.373067314,0,Female,13,Yes,Yes,H5NJW3H2KP,0
96,12.14473752,1165.894801,Basic,Credit card,No,Movies,Yes,TV,39.07908286,128.3153574,41,Comedy,4.241407545,0,Male,6,Yes,Yes,WY4XF31RKC,0
85,10.61488703,902.2653973,Premium,Mailed check,No,Movies,Yes,Computer,37.67021459,170.8967303,46,Fantasy,4.375427752,0,Female,12,No,No,OW7V15BV0K,0
116,14.87515942,1725.518493,Basic,Electronic check,No,Movies,Yes,Mobile,23.70386825,149.2299525,5,Sci-Fi,3.491230251,0,Male,7,Yes,Yes,GYKK3KCP0G,0
41,15.74713359,645.6324773,Basic,Electronic check,Yes,TV Shows,No,TV,33.40763063,27.93292336,16,Action,2.144156016,0,Female,24,Yes,Yes,PDVPDPNDJA,0
42,11.05271577,464.2140624,Premium,Mailed check,No,Movies,No,TV,11.29213113,39.9137439,7,Sci-Fi,2.229971594,2,Female,20,No,Yes,XWX8EVHLDT,0
116,19.8016563,2296.992131,Standard,Mailed check,Yes,Movies,Yes,Tablet,27.8610366,105.160995,2,Sci-Fi,2.799775831,3,Male,3,Yes,No,358YTHMC30,0
118,19.93702368,2352.568794,Standard,Electronic check,Yes,TV Shows,No,TV,,53.82246357,3,Drama,4.620341538,9,Male,3,No,Yes,FK4JVXS3ET,0
116,11.24036142,1303.881924,Premium,Electronic check,Yes,Both,Yes,TV,10.39354948,165.9674054,44,Action,3.356930911,9,Male,23,Yes,No,9QIGKSSCP4,0
97,16.41346021,1592.10564,Premium,Credit card,No,Both,Yes,Computer,22.22904697,171.2225478,22,Drama,4.133905127,6,Female,3,No,No,BNKGWBWDNS,0
1,13.74156616,13.74156616,Basic,Credit card,No,Both,Yes,Mobile,21.92968266,,31,Comedy,1.969301992,2,Male,9,Yes,Yes,EKY1VUTNGY,0
115,10.39254406,1195.142567,Standard,Electronic check,Yes,Both,No,Tablet,11.47631688,10.20525586,3,Comedy,3.507450074,8,Female,16,No,No,F9FU1Q734E,1
,12.59628282,1095.876606,Premium,Electronic check,Yes,Both,Yes,Mobile,21.28810912,38.75285719,1,Comedy,3.919993257,5,Male,17,Yes,No,RYNGXX5MVA,1
115,13.93705657,1602.761506,Basic,Credit card,No,TV Shows,No,Mobile,2.134259572,16.83386916,10,Fantasy,4.298710681,9,Male,1,Yes,No,ASEGLS78D4,0
42,12.94680751,543.7659155,Standard,Bank transfer,No,Movies,Yes,Mobile,28.11345818,41.00753267,41,Fantasy,4.824544742,3,Male,7,No,No,WXZ1G9YDG4,0
67,5.580340351,373.8828035,Premium,Mailed check,No,Movies,No,Computer,20.9818166,19.73971871,27,Drama,1.779043553,2,Male,16,Yes,No,5PTOT9Y6OW,0
63,15.97329065,1006.317311,Premium,Bank transfer,Yes,Movies,No,Mobile,6.830691346,114.5514704,36,Comedy,4.505373962,1,Male,4,Yes,Yes,IW30F27DAS,0
85,13.6860897,1163.317624,Standard,Electronic check,No,Movies,No,TV,9.516447279,104.2527839,40,Comedy,1.638826151,6,Female,17,No,Yes,A2WM2GV4LD,0
